sn,neg,neu,pos,compound
537,0,1,0,0
538,0.216,0.784,0,-0.5267
539,0.429,0.571,0,-0.5423
540,0.396,0.604,0,-0.6435
540,0,0.568,0.432,0.4215
540,0,1,0,0
541,0,1,0,0
541,0.688,0.313,0,-0.296
542,0.161,0.585,0.254,0.3328
543,0,1,0,0
544,0.087,0.696,0.217,0.5175
545,0.161,0.585,0.254,0.3328
546,0.19,0.581,0.229,0.296
546,0,1,0,0
547,0,0.759,0.241,0.658
548,0,0.759,0.241,0.5859
548,0,0.637,0.363,0.6908
549,0.183,0.817,0,-0.6908
549,0,1,0,0
550,0.19,0.581,0.229,0.296
550,0,1,0,0
551,0.216,0.784,0,-0.6597
552,0.19,0.581,0.229,0.296
552,0,1,0,0
553,0.183,0.817,0,-0.6908
553,0,1,0,0
554,0.19,0.581,0.229,0.296
554,0,1,0,0
555,0.183,0.817,0,-0.6908
555,0,1,0,0
556,0.19,0.581,0.229,0.296
556,0,1,0,0
557,0.19,0.581,0.229,0.296
557,0,1,0,0
558,0.19,0.581,0.229,0.296
558,0,1,0,0
559,0,0.779,0.221,0.658
560,0.19,0.581,0.229,0.296
560,0,1,0,0
561,0.19,0.581,0.229,0.296
561,0,1,0,0
562,0,1,0,0
562,0,0.682,0.318,0.4215
563,0.19,0.581,0.229,0.296
563,0,1,0,0
564,0.19,0.581,0.229,0.296
564,0,1,0,0
565,0.19,0.581,0.229,0.296
565,0,1,0,0
566,0,1,0,0
567,0.346,0.654,0,-0.5719
567,0.326,0.674,0,-0.5945
567,0,1,0,0
568,0,0.7,0.3,0.8402
569,0.19,0.581,0.229,0.296
569,0,1,0,0
570,0,1,0,0
570,0.167,0.833,0,-0.3412
571,0.19,0.581,0.229,0.296
571,0,1,0,0
572,0.19,0.581,0.229,0.296
572,0,1,0,0
573,0.183,0.817,0,-0.6908
573,0,1,0,0
574,0.19,0.581,0.229,0.296
574,0,1,0,0
575,0.183,0.817,0,-0.6908
575,0,1,0,0
576,0.19,0.581,0.229,0.296
576,0,1,0,0
577,0.346,0.654,0,-0.5719
577,0.326,0.674,0,-0.5945
577,0,1,0,0
578,0.19,0.581,0.229,0.296
578,0,1,0,0
579,0.19,0.581,0.229,0.296
579,0,1,0,0
580,0.19,0.581,0.229,0.296
580,0,1,0,0
581,0.116,0.794,0.09,-0.1779
582,0.183,0.817,0,-0.6908
582,0,1,0,0
583,0.183,0.817,0,-0.6908
583,0,1,0,0
584,0.183,0.817,0,-0.6908
584,0,1,0,0
585,0.19,0.581,0.229,0.296
585,0,1,0,0
586,0,0.913,0.087,0.3182
587,0,1,0,0
588,0.19,0.581,0.229,0.296
588,0,1,0,0
589,0.183,0.817,0,-0.6908
589,0,1,0,0
590,0.19,0.581,0.229,0.296
590,0,1,0,0
591,0.19,0.581,0.229,0.296
591,0,1,0,0
592,0.346,0.654,0,-0.5719
592,0.326,0.674,0,-0.5945
592,0,1,0,0
593,0.123,0.671,0.206,0.3818
594,0.116,0.794,0.09,-0.1779
595,0.19,0.581,0.229,0.296
595,0,1,0,0
596,0,0.722,0.278,0.4019
596,1,0,0,-0.5267
596,0,1,0,0
597,0.116,0.794,0.09,-0.1779
598,0.19,0.581,0.229,0.296
598,0,1,0,0
599,0.19,0.581,0.229,0.296
599,0,1,0,0
600,0.19,0.581,0.229,0.296
600,0,1,0,0
601,0.19,0.581,0.229,0.296
601,0,1,0,0
602,0.19,0.581,0.229,0.296
602,0,1,0,0
603,0.183,0.817,0,-0.6908
603,0,1,0,0
604,0.183,0.817,0,-0.6908
604,0,1,0,0
605,0.19,0.581,0.229,0.296
605,0,1,0,0
606,0,1,0,0
607,0.19,0.581,0.229,0.296
607,0,1,0,0
608,0,1,0,0
608,0,0,1,0.4215
609,0.131,0.648,0.22,0.3818
609,0,1,0,0
610,0.19,0.581,0.229,0.296
610,0,1,0,0
611,0.19,0.581,0.229,0.296
611,0,1,0,0
612,0.19,0.581,0.229,0.296
612,0,1,0,0
613,0.183,0.817,0,-0.6908
613,0,1,0,0
614,0.116,0.794,0.09,-0.1779
615,0.183,0.817,0,-0.6908
615,0,1,0,0
616,0.19,0.581,0.229,0.296
616,0,1,0,0
617,0.19,0.581,0.229,0.296
617,0,1,0,0
618,0.183,0.817,0,-0.6908
618,0,1,0,0
619,0.183,0.817,0,-0.6908
619,0,1,0,0
620,0.116,0.794,0.09,-0.1779
621,0.19,0.581,0.229,0.296
621,0,1,0,0
622,0,1,0,0
623,0.19,0.581,0.229,0.296
623,0,1,0,0
624,0,0.913,0.087,0.3182
625,0.19,0.581,0.229,0.296
625,0,1,0,0
626,0.19,0.581,0.229,0.296
626,0,1,0,0
627,0.183,0.817,0,-0.6908
627,0,1,0,0
628,0.116,0.794,0.09,-0.1779
629,0.161,0.585,0.254,0.3328
630,0.19,0.581,0.229,0.296
630,0,1,0,0
631,0.19,0.581,0.229,0.296
631,0,1,0,0
632,0.19,0.581,0.229,0.296
632,0,1,0,0
633,0,0.743,0.257,0.6369
633,0,0.566,0.434,0.3182
634,0.19,0.581,0.229,0.296
634,0,1,0,0
635,0.19,0.581,0.229,0.296
635,0,1,0,0
636,0.19,0.581,0.229,0.296
636,0,1,0,0
637,0.19,0.581,0.229,0.296
637,0,1,0,0
638,0.19,0.581,0.229,0.296
638,0,1,0,0
639,0,1,0,0
640,0.19,0.581,0.229,0.296
640,0,1,0,0
641,0.116,0.794,0.09,-0.1779
642,0,0.7,0.3,0.8402
643,0.19,0.581,0.229,0.296
643,0,1,0,0
644,0.19,0.581,0.229,0.296
644,0,1,0,0
645,0,0.743,0.257,0.6369
645,0,0.566,0.434,0.3182
646,0.19,0.581,0.229,0.296
646,0,1,0,0
647,0.19,0.581,0.229,0.296
647,0,1,0,0
648,0,1,0,0
648,0,0.863,0.137,0.431
648,0,0.286,0.714,0.3612
649,0.116,0.794,0.09,-0.1779
650,0.19,0.581,0.229,0.296
650,0,1,0,0
651,0.161,0.585,0.254,0.3328
652,0,0.7,0.3,0.8402
653,0.19,0.581,0.229,0.296
653,0,1,0,0
654,0.19,0.581,0.229,0.296
654,0,1,0,0
655,0.19,0.581,0.229,0.296
655,0,1,0,0
656,0.19,0.581,0.229,0.296
656,0,1,0,0
657,0.19,0.581,0.229,0.296
657,0,1,0,0
658,0.19,0.581,0.229,0.296
658,0,1,0,0
659,0.203,0.552,0.245,0.296
659,0,1,0,0
660,0.057,0.674,0.27,0.7906
661,0.174,0.534,0.292,0.4588
662,0.118,0.535,0.348,0.6486
662,0,0.492,0.508,0.7351
662,0.154,0.43,0.416,0.4265
663,0.116,0.794,0.09,-0.1779
664,0.18,0.82,0,-0.296
664,0,1,0,0
664,0,0.426,0.574,0.4019
665,0,1,0,0
666,0.161,0.585,0.254,0.3328
667,0.133,0.867,0,-0.521
668,0.152,0.798,0.049,-0.5719
669,0.116,0.794,0.09,-0.1779
670,0,1,0,0
671,0,0.571,0.429,0.4588
671,0,1,0,0
672,0.18,0.82,0,-0.296
672,0,1,0,0
672,0,0.426,0.574,0.4019
673,0.116,0.794,0.09,-0.1779
674,0,1,0,0
674,0.674,0.326,0,-0.7351
675,0,1,0,0
676,0.114,0.829,0.057,-0.2732
676,0,1,0,0
677,0.161,0.585,0.254,0.3328
678,0,1,0,0
678,0,0.752,0.248,0.5106
678,0,0,0,0
679,0,1,0,0
679,0,0.778,0.222,0.25
679,0,0.843,0.157,0.0772
680,0.161,0.585,0.254,0.3328
681,0.161,0.585,0.254,0.3328
682,0.161,0.585,0.254,0.3328
683,0,1,0,0
684,0.28,0.53,0.189,-0.5267
685,0,1,0,0
686,0,0.743,0.257,0.6369
686,0,0.566,0.434,0.3182
687,0,1,0,0
688,0,1,0,0
688,0.258,0.44,0.302,0.128
689,0.161,0.585,0.254,0.3328
690,0.152,0.798,0.049,-0.5719
691,0.152,0.798,0.049,-0.5719
692,0,0.913,0.087,0.3182
693,0,0.73,0.27,0.5719
693,0,0.674,0.326,0.4404
694,0,1,0,0
694,0.199,0.801,0,-0.4549
695,0.161,0.585,0.254,0.3328
696,0.116,0.794,0.09,-0.1779
697,0.161,0.585,0.254,0.3328
698,0,0.743,0.257,0.6369
698,0,0.566,0.434,0.3182
699,0,0.743,0.257,0.6369
699,0,0.566,0.434,0.3182
700,0,0.743,0.257,0.6369
700,0,0.566,0.434,0.3182
701,0.161,0.585,0.254,0.3328
702,0,1,0,0
702,0.167,0.671,0.162,-0.0202
702,1,0,0,-0.4767
703,0,0.858,0.142,0.5859
704,0.161,0.585,0.254,0.3328
705,0,0.743,0.257,0.6369
705,0,0.566,0.434,0.3182
706,0.183,0.817,0,-0.6908
706,0,1,0,0
707,0,1,0,0
708,0,1,0,0
709,0,0.743,0.257,0.6369
709,0,0.566,0.434,0.3182
710,0,0.743,0.257,0.6369
710,0,0.566,0.434,0.3182
711,0.161,0.585,0.254,0.3328
712,0,0.743,0.257,0.6369
712,0,0.566,0.434,0.3182
713,0.161,0.585,0.254,0.3328
714,0,0.743,0.257,0.6369
714,0,0.566,0.434,0.3182
715,0,1,0,0
716,0,0.8,0.2,0.3612
717,0,0.743,0.257,0.6369
717,0,0.566,0.434,0.3182
718,0,0.743,0.257,0.6369
718,0,0.566,0.434,0.3182
719,0.183,0.817,0,-0.6908
719,0,1,0,0
720,0,0.762,0.238,0.3612
721,0.273,0.625,0.102,-0.4939
721,0,0.873,0.127,0.2924
722,0,0.743,0.257,0.6369
722,0,0.566,0.434,0.3182
723,0.165,0.708,0.127,-0.2023
724,0.152,0.798,0.049,-0.5719
725,0,0.862,0.138,0.4939
726,0,0.833,0.167,0.5574
727,0,0.833,0.167,0.5574
728,0.116,0.794,0.09,-0.1779
729,0.116,0.794,0.09,-0.1779
730,0.161,0.585,0.254,0.3328
731,0.161,0.585,0.254,0.3328
732,0.161,0.585,0.254,0.3328
733,0.299,0.58,0.121,-0.6126
734,0.094,0.723,0.182,0.4215
735,0,0.787,0.213,0.6597
736,0.161,0.585,0.254,0.3328
737,0.183,0.817,0,-0.6908
737,0,1,0,0
738,0.284,0.56,0.156,-0.3824
738,0.169,0.831,0,-0.0572
738,0,0.794,0.206,0.0772
739,0.2,0.8,0,-0.5773
740,0,0.825,0.175,0.5574
741,0.152,0.798,0.049,-0.5719
742,0,0.793,0.207,0.481
742,0,1,0,0
743,0,0.833,0.167,0.5574
744,0,0.743,0.257,0.6369
744,0,0.566,0.434,0.3182
745,0,0.793,0.207,0.481
745,0,1,0,0
746,0,0.793,0.207,0.481
746,0,1,0,0
747,0,0.646,0.354,0.508
747,0,1,0,0
748,0,0.88,0.12,0.1149
748,0.688,0.313,0,-0.296
749,0,0.793,0.207,0.481
749,0,1,0,0
750,0,0.793,0.207,0.481
750,0,1,0,0
751,0,0.793,0.207,0.481
751,0,1,0,0
752,0.161,0.585,0.254,0.3328
753,0,1,0,0
753,0,0.752,0.248,0.5106
753,0,0,0,0
754,0,0.793,0.207,0.481
754,0,1,0,0
755,0,0.833,0.167,0.5574
756,0,0.549,0.451,0.508
756,0.163,0.837,0,-0.5449
756,0,0,0,0
757,0,0.793,0.207,0.481
757,0,1,0,0
758,0,0.833,0.167,0.5574
759,0.124,0.876,0,-0.4019
759,0,1,0,0
760,0,0.743,0.257,0.6369
760,0,0.566,0.434,0.3182
761,0,0.793,0.207,0.481
761,0,1,0,0
762,0,0.793,0.207,0.481
762,0,1,0,0
763,0,1,0,0
764,0,0.793,0.207,0.481
764,0,1,0,0
765,0,1,0,0
766,0,0.913,0.087,0.3182
767,0,0.793,0.207,0.481
767,0,1,0,0
768,0,0.833,0.167,0.5574
769,0,0.654,0.346,0.5719
769,0.18,0.82,0,-0.296
770,0.403,0.597,0,-0.8957
771,0,0.793,0.207,0.481
771,0,1,0,0
772,0,1,0,0
773,0.146,0.854,0,-0.34
773,0,1,0,0
774,0,0.793,0.207,0.481
774,0,1,0,0
775,0.116,0.794,0.09,-0.1779
776,0,0.833,0.167,0.5574
777,0,0,0,0
777,0,1,0,0
778,0,1,0,0
779,0,0.902,0.098,0.0772
779,0.412,0.588,0,-0.4215
780,0.116,0.794,0.09,-0.1779
781,0,0.854,0.146,0.2235
781,0,1,0,0
782,0,0.789,0.211,0.34
782,0,0.806,0.194,0.34
783,0,1,0,0
784,0.116,0.794,0.09,-0.1779
785,0.116,0.794,0.09,-0.1779
786,0,0.782,0.218,0.4184
786,0.315,0.685,0,-0.4981
787,0,0.833,0.167,0.5574
788,0.116,0.794,0.09,-0.1779
789,0,0.913,0.087,0.3182
790,0,1,0,0
790,0,0.688,0.313,0.6124
791,0,1,0,0
791,0.219,0.224,0.557,0.6723
791,0,0,0,0
792,0.116,0.794,0.09,-0.1779
793,0,0.7,0.3,0.8402
794,0,1,0,0
795,0,1,0,0
795,0,0.58,0.42,0.4404
796,0.277,0.723,0,-0.4717
796,0.361,0.639,0,-0.5255
796,0,1,0,0
797,0.277,0.723,0,-0.4717
797,0.361,0.639,0,-0.5255
797,0,1,0,0
798,0.277,0.723,0,-0.4717
798,0.361,0.639,0,-0.5255
798,0,1,0,0
799,0.277,0.723,0,-0.4717
799,0.361,0.639,0,-0.5255
799,0,1,0,0
800,0.277,0.723,0,-0.4717
800,0.361,0.639,0,-0.5255
800,0,1,0,0
801,0,1,0,0
801,0,0,1,0.4215
802,0,1,0,0
802,0,0.752,0.248,0.5106
802,0,0,0,0
803,0,0.833,0.167,0.5574
804,0.161,0.585,0.254,0.3328
805,0,0.7,0.3,0.8402
806,0.116,0.794,0.09,-0.1779
807,0,1,0,0
807,0.674,0.326,0,-0.6289
807,0.344,0.656,0,-0.2732
808,0,0.7,0.3,0.8402
809,0,0.929,0.071,0.0772
810,0,0.679,0.321,0.8402
811,0.116,0.794,0.09,-0.1779
812,0.161,0.585,0.254,0.3328
813,0,0.833,0.167,0.5574
814,0,1,0,0
815,0,1,0,0
815,0.531,0.469,0,-0.6731
816,0,0.833,0.167,0.5574
817,0,1,0,0
818,0,0.833,0.167,0.5574
819,0,1,0,0
820,0.07,0.775,0.155,0.3182
821,0,0.833,0.167,0.5574
822,0,0.833,0.167,0.5574
823,0,0.833,0.167,0.5574
824,0,1,0,0
825,0,1,0,0
825,0.253,0.747,0,-0.5255
825,0,0.364,0.636,0.5411
826,0,0.782,0.218,0.4184
826,0.315,0.685,0,-0.4981
827,0.234,0.766,0,-0.7506
828,0.268,0.654,0.078,-0.7778
829,0.116,0.794,0.09,-0.1779
830,0.116,0.794,0.09,-0.1779
831,0.144,0.749,0.107,-0.1869
832,0,0.684,0.316,0.5719
832,0,0.548,0.452,0.765
833,0,0.833,0.167,0.5574
834,0.18,0.82,0,-0.296
834,0,1,0,0
834,0,0.426,0.574,0.4019
835,0.161,0.585,0.254,0.3328
836,0,0.833,0.167,0.5574
837,0,0.833,0.167,0.5574
838,0,0.913,0.087,0.3182
839,0,1,0,0
839,0,0.778,0.222,0.25
839,0,0.86,0.14,0.0772
840,0,0.833,0.167,0.5574
841,0,0.816,0.184,0.5574
842,0,0.833,0.167,0.4215
842,0.268,0.474,0.257,-0.0422
843,0.116,0.794,0.09,-0.1779
844,0,0.814,0.186,0.4939
844,0.444,0.285,0.271,-0.3453
845,0,0.833,0.167,0.5574
846,0,0.782,0.218,0.4184
846,0.315,0.685,0,-0.4981
847,0,1,0,0
848,0,0.787,0.213,0.4019
848,0,1,0,0
849,0,0.833,0.167,0.5574
850,0.161,0.585,0.254,0.3328
851,0.237,0.763,0,-0.4767
852,0,1,0,0
853,0,0.833,0.167,0.5574
854,0,0.833,0.167,0.5574
855,0.161,0.585,0.254,0.3328
856,0.116,0.794,0.09,-0.1779
857,0.116,0.794,0.09,-0.1779
858,0,0.833,0.167,0.5574
859,0,0.833,0.167,0.5574
860,0.116,0.794,0.09,-0.1779
861,0.216,0.784,0,-0.296
861,0,1,0,0
861,0,0.426,0.574,0.4019
862,0,1,0,0
863,0,0.913,0.087,0.3182
864,0,1,0,0
864,0.407,0.593,0,-0.6705
865,0.116,0.794,0.09,-0.1779
866,0,0.742,0.258,0.4184
866,0.287,0.713,0,-0.4981
867,0,0.787,0.213,0.5859
867,0,1,0,0
868,0,0.913,0.087,0.3182
869,0,0.816,0.184,0.5574
870,0,0.759,0.241,0.5859
870,0,1,0,0
871,0,1,0,0
871,0.674,0.326,0,-0.7351
872,0,1,0,0
873,0,1,0,0
874,0,1,0,0
874,0,0.737,0.263,0.6124
875,0.161,0.585,0.254,0.3328
876,0,1,0,0
877,0.097,0.903,0,-0.1027
877,0,0.721,0.279,0.4767
878,0.116,0.794,0.09,-0.1779
879,0,0.417,0.583,0.6808
879,0,0.4,0.6,0.7184
879,0,1,0,0
880,0.126,0.874,0,-0.3818
881,0,1,0,0
882,0.14,0.745,0.115,-0.1461
882,0,1,0,0
883,0,1,0,0
884,0.083,0.795,0.121,0
885,0.161,0.585,0.254,0.3328
886,0,1,0,0
886,0.383,0.617,0,-0.4767
887,0.116,0.794,0.09,-0.1779
888,0,1,0,0
888,0,0.674,0.326,0.4404
889,0,0.739,0.261,0.6486
890,0,1,0,0
891,0,1,0,0
891,0.744,0.256,0,-0.4404
892,0,0.791,0.209,0.4404
892,0,1,0,0
893,0,0.84,0.16,0.5859
894,0.07,0.635,0.295,0.7964
895,0.161,0.585,0.254,0.3328
896,0,0.873,0.127,0.4404
897,0,1,0,0
897,0.744,0.256,0,-0.4404
898,0,1,0,0
898,0,0.725,0.275,0.2244
899,0.2,0.8,0,-0.4588
899,0,1,0,0
900,0,1,0,0
900,0,0.752,0.248,0.5106
900,0,0,0,0
901,0,1,0,0
901,0,0.688,0.313,0.6124
902,0.116,0.794,0.09,-0.1779
903,0,1,0,0
903,0,0.688,0.313,0.6124
904,0.28,0.72,0,-0.5423
905,0.07,0.775,0.155,0.3182
906,0,1,0,0
906,0,0.752,0.248,0.5106
906,0,0,0,0
907,0,1,0,0
907,0,0.688,0.313,0.6124
908,0,0.905,0.095,0.3182
909,0.116,0.794,0.09,-0.1779
910,0,1,0,0
910,0,0.752,0.248,0.5106
910,0,0,0,0
911,0.116,0.794,0.09,-0.1779
912,0.116,0.794,0.09,-0.1779
913,0,1,0,0
913,0.367,0.633,0,-0.4404
914,0.116,0.794,0.09,-0.1779
915,0,0.759,0.241,0.6597
916,0.116,0.794,0.09,-0.1779
917,0.194,0.724,0.082,-0.5267
918,0,1,0,0
919,0,1,0,0
920,0,1,0,0
920,0,0.351,0.649,0.5719
921,0,1,0,0
922,0.191,0.809,0,-0.3818
922,0.206,0.633,0.161,-0.1441
923,0,0.813,0.187,0.5994
924,0,0.794,0.206,0.5994
925,0.227,0.54,0.234,0.0516
925,0,1,0,0
926,0,1,0,0
926,0.64,0.36,0,-0.836
927,0,1,0,0
927,0.149,0.851,0,-0.0572
928,0.137,0.634,0.229,0.2263
928,0,1,0,0
929,0,1,0,0
929,0,0.752,0.248,0.5106
929,0,0,0,0
930,0,1,0,0
931,0,1,0,0
931,0.763,0.237,0,-0.7525
932,0,0.743,0.257,0.6369
932,0,0.566,0.434,0.3182
933,0,0.659,0.341,0.5598
933,0,1,0,0
933,0,0.303,0.697,0.7096
934,0.312,0.688,0,-0.8272
935,0.141,0.747,0.112,-0.1774
935,0,1,0,0
936,0,1,0,0
936,0.132,0.573,0.295,0.5707
937,0,0.82,0.18,0.5574
938,0,0.813,0.187,0.5574
939,0.367,0.633,0,-0.8271
939,0,1,0,0
940,0.315,0.685,0,-0.7845
941,0.33,0.67,0,-0.7096
941,0.341,0.659,0,-0.4767
942,0.094,0.723,0.182,0.4215
943,0,1,0,0
944,0,0.901,0.099,0.0258
944,0,0,1,0.3612
944,0,1,0,0
944,0,0.278,0.722,0.3802
945,0,1,0,0
946,0.161,0.585,0.254,0.3328
947,0.163,0.837,0,-0.3612
947,0,0.303,0.697,0.3182
947,0,1,0,0
948,0,1,0,0
948,0,0.752,0.248,0.5106
948,0,0,0,0
949,0,0.725,0.275,0.5859
949,0,0.815,0.185,0.3612
950,0,1,0,0
951,0,1,0,0
951,0.268,0.732,0,-0.296
952,0,1,0,0
953,0,1,0,0
954,0,1,0,0
955,0.61,0.39,0,-0.5707
955,0,0.77,0.23,0.4574
955,0.405,0.595,0,-0.5267
956,0,1,0,0
956,0,0.576,0.424,0.7096
957,0,1,0,0
957,0.268,0.732,0,-0.296
958,0,0.935,0.065,0.1531
959,0,1,0,0
959,0.411,0.589,0,-0.5411
960,0,0.743,0.257,0.6369
960,0,0.566,0.434,0.3182
961,0.163,0.837,0,-0.3612
961,0,0.303,0.697,0.3182
961,0,1,0,0
962,0,1,0,0
962,0,0.413,0.587,0.7269
963,0,1,0,0
964,0,1,0,0
964,0.223,0.581,0.196,-0.0956
965,0,1,0,0
966,0,0.502,0.498,0.8979
966,0,1,0,0
967,0,1,0,0
968,0,0.889,0.111,0.3612
969,0,1,0,0
970,0,1,0,0
971,0.183,0.817,0,-0.6908
971,0,1,0,0
972,0.183,0.817,0,-0.6908
972,0,1,0,0
973,0,1,0,0
974,0,1,0,0
974,0.268,0.732,0,-0.296
975,0.179,0.821,0,-0.3612
975,0,0.303,0.697,0.3182
975,0,1,0,0
976,0.161,0.585,0.254,0.3328
977,0,0.743,0.257,0.6369
977,0,0.566,0.434,0.3182
978,0,1,0,0
979,0,1,0,0
980,0.161,0.585,0.254,0.3328
981,0,1,0,0
982,0,0.889,0.111,0.3612
983,0,1,0,0
984,0,1,0,0
985,0,1,0,0
986,0,1,0,0
986,0,0.752,0.248,0.5106
986,0,0,0,0
987,0,1,0,0
988,0,0.629,0.371,0.6486
988,0,0.69,0.31,0.4019
988,0,1,0,0
989,0.183,0.817,0,-0.6908
989,0,1,0,0
990,0,1,0,0
990,0.089,0.911,0,-0.1922
991,0,1,0,0
991,0.248,0.752,0,-0.561
992,0.161,0.585,0.254,0.3328
993,0,1,0,0
994,0,1,0,0
994,0.208,0.792,0,-0.2732
995,0.109,0.891,0,-0.296
996,0.161,0.585,0.254,0.3328
997,0.161,0.585,0.254,0.3328
998,0.171,0.829,0,-0.5719
999,0.101,0.7,0.198,0.3612
1000,0.161,0.585,0.254,0.3328
1001,0.07,0.775,0.155,0.3182
1002,0.161,0.585,0.254,0.3328
1003,0.161,0.585,0.254,0.3328
1004,0.161,0.585,0.254,0.3328
1005,0,0.846,0.154,0.25
1005,0,1,0,0
1006,0,1,0,0
1007,0,1,0,0
1007,0,0.752,0.248,0.5106
1007,0,0,0,0
1008,0,1,0,0
1009,0.183,0.817,0,-0.6908
1009,0,1,0,0
1010,0,0.812,0.188,0.5719
1011,0,0.889,0.111,0.3612
1012,0,1,0,0
1013,0.183,0.817,0,-0.6908
1013,0,1,0,0
1014,0.078,0.922,0,-0.1779
1015,0.211,0.658,0.132,-0.1739
1015,0.35,0.159,0.491,0.2244
1015,0,1,0,0
1016,0,0.889,0.111,0.3612
1017,0.161,0.585,0.254,0.3328
1018,0,0.548,0.452,0.627
1018,0,0.57,0.43,0.7777
1018,0,0,1,0.8625
1019,0,1,0,0
1020,0,0.667,0.333,0.5423
1020,0,1,0,0
1020,0.182,0.603,0.215,0.1002
1021,0,0.743,0.257,0.6369
1021,0,0.566,0.434,0.3182
1022,0.161,0.585,0.254,0.3328
1023,0.076,0.757,0.167,0.3182
1024,0,1,0,0
1025,0.161,0.585,0.254,0.3328
1026,0.161,0.585,0.254,0.3328
1027,0,1,0,0
1027,0,0.688,0.313,0.6124
1028,0,1,0,0
1028,0,0.752,0.248,0.5106
1028,0,0,0,0
1029,0.161,0.585,0.254,0.3328
1030,0,1,0,0
1031,0.161,0.585,0.254,0.3328
1032,0,1,0,0
1033,0.161,0.585,0.254,0.3328
1034,0,0.703,0.297,0.5859
1034,0,0.233,0.767,0.5095
1034,0,1,0,0
1035,0,1,0,0
1036,0,1,0,0
1037,0.117,0.606,0.277,0.5719
1038,0.161,0.585,0.254,0.3328
1039,0,0.846,0.154,0.25
1039,0,0.784,0.216,0.296
1040,0,0.898,0.102,0.3612
1040,0,1,0,0
1041,0.419,0.581,0,-0.8957
1042,0.161,0.585,0.254,0.3328
1043,0,1,0,0
1043,0,0.752,0.248,0.5106
1043,0,0,0,0
1044,0,1,0,0
1044,0,0.752,0.248,0.5106
1044,0,0,0,0
1045,0,0.643,0.357,0.836
1046,0,0.743,0.257,0.6369
1046,0,0.566,0.434,0.3182
1047,0,1,0,0
1047,0,0.752,0.248,0.5106
1047,0,0,0,0
1048,0,0.743,0.257,0.6369
1048,0,0.566,0.434,0.3182
1049,0.161,0.585,0.254,0.3328
1050,0.124,0.876,0,-0.3094
1050,0,1,0,0
1051,0,0.743,0.257,0.6369
1051,0,0.566,0.434,0.3182
1052,0.161,0.585,0.254,0.3328
1053,0,0.743,0.257,0.6369
1053,0,0.566,0.434,0.3182
1054,0,1,0,0
1054,0,0.566,0.434,0.4717
1054,0.756,0.244,0,-0.7351
1055,0,0.817,0.183,0.5859
1056,0,0.743,0.257,0.6369
1056,0,0.566,0.434,0.3182
1057,0.161,0.585,0.254,0.3328
1058,0.161,0.585,0.254,0.3328
1059,0.126,0.722,0.152,-0.0772
1060,0,0.743,0.257,0.6369
1060,0,0.566,0.434,0.3182
1061,0.161,0.585,0.254,0.3328
1062,0.092,0.699,0.21,0.4939
1063,0,0.856,0.144,0.5719
1064,0.161,0.585,0.254,0.3328
1065,0,1,0,0
1066,0,1,0,0
1067,0,1,0,0
1068,0.161,0.585,0.254,0.3328
1069,0.161,0.585,0.254,0.3328
1070,0,1,0,0
1070,0,0.784,0.216,0.0258
1070,0,0.756,0.244,0.4404
1071,0.161,0.585,0.254,0.3328
1072,0.161,0.585,0.254,0.3328
1073,0.161,0.585,0.254,0.3328
1074,0.161,0.585,0.254,0.3328
1075,0.109,0.891,0,-0.296
1075,0,1,0,0
1076,0.161,0.585,0.254,0.3328
1077,0,0.878,0.122,0.3612
1078,0.161,0.585,0.254,0.3328
1079,0,0.935,0.065,0.1531
1080,0.175,0.55,0.275,0.3328
1081,0.441,0.559,0,-0.9157
1082,0.284,0.432,0.284,0
1082,0,1,0,0
1083,0.183,0.817,0,-0.6908
1083,0,1,0,0
1084,0.425,0.575,0,-0.9157
1085,0.476,0.524,0,-0.9157
1086,0,0.935,0.065,0.1531
1087,0,0.743,0.257,0.6369
1087,0,0.566,0.434,0.3182
1088,0,0.882,0.118,0.34
1089,0,0.588,0.412,0.2732
1089,0,0.58,0.42,0.4404
1089,0,0.707,0.293,0.4404
1089,0,1,0,0
1090,0,0.87,0.13,0.5106
1090,0.318,0.682,0,-0.1027
1091,0.367,0.633,0,-0.8271
1091,0,1,0,0
1092,0.177,0.823,0,-0.5106
1093,0.756,0.244,0,-0.4767
1093,0,1,0,0
1093,0,0.944,0.056,0.0772
1094,0,1,0,0
1094,0,0.752,0.248,0.5106
1094,0,0,0,0
1095,0,0.743,0.257,0.6369
1095,0,0.566,0.434,0.3182
1096,0,0.743,0.257,0.6369
1096,0,0.566,0.434,0.3182
1097,0,0.617,0.383,0.4767
1097,0,0.75,0.25,0.6124
1098,0,0.743,0.257,0.6369
1098,0,0.566,0.434,0.3182
1099,0.183,0.817,0,-0.6908
1099,0,1,0,0
1100,0,0.472,0.528,0.6808
1100,0,0.476,0.524,0.5106
1100,0,1,0,0
1101,0.183,0.817,0,-0.6908
1101,0,1,0,0
1102,0,0,0,0
1102,0.224,0.776,0,-0.3818
1102,1,0,0,-0.1779
1102,0,0.783,0.217,0.3612
1103,0,0.603,0.397,0.5574
1104,0,1,0,0
1104,0,0.752,0.248,0.5106
1104,0,0,0,0
1105,0,1,0,0
1105,0,0.752,0.248,0.5106
1105,0,0,0,0
1106,0,1,0,0
1107,0,1,0,0
1107,0,0.805,0.195,0.5267
1108,0,1,0,0
1108,0,0.752,0.248,0.5106
1108,0,0,0,0
1109,0,0.743,0.257,0.6369
